recruiter_relation_intimate_partner,recruiter_relation_friend,recruiter_relation_family,recruiter_relation_other,gni_per_capita
0.0,1.0,0.0,1.0,67200
0.0,1.0,0.0,1.0,67200
0.0,1.0,0.0,1.0,67200
0.0,1.0,0.0,0.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,67200
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,4700
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,0.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,0.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,0.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,0.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,1.0,1.0,9650
0.0,0.0,1.0,0.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,0.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,0.0,9650
0.0,1.0,0.0,0.0,9650
0.0,1.0,0.0,0.0,9650
0.0,1.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,0.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,1.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,0.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,0.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,0.0,0.0,1.0,9650
0.0,1.0,0.0,0.0,2000
0.0,1.0,0.0,0.0,2000
0.0,0.0,0.0,1.0,2000
0.0,0.0,0.0,1.0,2000
0.0,1.0,0.0,0.0,2000
0.0,0.0,1.0,0.0,2000
0.0,1.0,0.0,0.0,2000
0.0,0.0,0.0,1.0,2000
0.0,0.0,0.0,1.0,2000
0.0,0.0,0.0,1.0,2000
0.0,0.0,0.0,1.0,890
0.0,0.0,0.0,1.0,890
0.0,0.0,0.0,1.0,2000
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,510
0.0,1.0,0.0,0.0,510
0.0,0.0,0.0,1.0,510
0.0,0.0,0.0,1.0,2000
0.0,1.0,0.0,0.0,2000
0.0,0.0,0.0,1.0,2030
0.0,0.0,0.0,1.0,2030
0.0,0.0,0.0,1.0,2030
0.0,0.0,0.0,1.0,2030
0.0,1.0,0.0,0.0,2030
0.0,0.0,1.0,0.0,2030
0.0,0.0,1.0,0.0,2030
0.0,0.0,0.0,1.0,2030
0.0,0.0,0.0,1.0,2030
0.0,0.0,0.0,1.0,2030
0.0,0.0,0.0,1.0,2030
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,1.0,0.0,0.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,1.0,0.0,0.0,3870
0.0,0.0,0.0,1.0,3870
0.0,1.0,0.0,0.0,3870
0.0,0.0,0.0,1.0,3870
0.0,1.0,0.0,0.0,3870
0.0,1.0,0.0,0.0,3870
0.0,1.0,0.0,0.0,3870
0.0,1.0,0.0,0.0,3870
0.0,1.0,0.0,0.0,3870
0.0,0.0,0.0,1.0,3870
0.0,1.0,0.0,0.0,3870
0.0,0.0,0.0,1.0,3870
0.0,0.0,0.0,1.0,3870
0.0,1.0,0.0,0.0,3870
0.0,0.0,0.0,1.0,3870
0.0,0.0,0.0,1.0,2030
0.0,1.0,0.0,0.0,2030
0.0,1.0,0.0,0.0,1160
0.0,0.0,0.0,1.0,1160
0.0,1.0,0.0,0.0,1160
0.0,1.0,0.0,0.0,1160
0.0,1.0,0.0,0.0,1160
0.0,1.0,0.0,0.0,1160
0.0,1.0,0.0,0.0,1160
0.0,1.0,0.0,0.0,1160
0.0,1.0,0.0,0.0,1160
0.0,1.0,0.0,0.0,1160
0.0,1.0,0.0,0.0,1160
0.0,0.0,0.0,1.0,1160
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,1.0,0.0,0.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,1.0,0.0,0.0,3540
0.0,1.0,0.0,0.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,1.0,0.0,0.0,3540
0.0,0.0,0.0,1.0,3540
0.0,1.0,0.0,0.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,1.0,0.0,0.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,1.0,0.0,0.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,1.0,0.0,0.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,0.0,1.0,3540
0.0,0.0,1.0,0.0,2280
0.0,0.0,1.0,0.0,2280
0.0,0.0,1.0,0.0,2280
0.0,0.0,1.0,0.0,2280
0.0,0.0,1.0,0.0,2280
0.0,0.0,1.0,0.0,2280
0.0,0.0,1.0,0.0,2280
0.0,0.0,1.0,0.0,2280
0.0,0.0,1.0,0.0,2280
0.0,0.0,1.0,0.0,2280
0.0,0.0,1.0,0.0,2280
0.0,1.0,0.0,0.0,6370
0.0,1.0,0.0,0.0,6370
0.0,1.0,0.0,0.0,6370
0.0,1.0,0.0,0.0,6370
0.0,1.0,0.0,0.0,6370
0.0,1.0,0.0,0.0,6370
0.0,1.0,0.0,0.0,6370
0.0,1.0,0.0,0.0,6370
0.0,1.0,0.0,0.0,6370
recruiter_relation_intimate_partner,recruiter_relation_friend,recruiter_relation_family,recruiter_relation_other,gni_per_capita
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,0.0,1.0,3810
0.0,0.0,1.0,0.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,1.0,0.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,1.0,0.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,1.0,0.0,1470
0.0,0.0,1.0,0.0,1470
0.0,0.0,0.0,1.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,1.0,0.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,0.0,1.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,0.0,0.0,1.0,1470
0.0,0.0,0.0,1.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,0.0,0.0,1.0,1470
0.0,1.0,0.0,0.0,1470
0.0,1.0,0.0,0.0,1470
0.0,0.0,0.0,1.0,1470
0.0,1.0,0.0,0.0,4060
0.0,1.0,0.0,0.0,4060
0.0,0.0,0.0,1.0,4060
0.0,0.0,0.0,1.0,3910
