recruiter_relation_intimate_partner,recruiter_relation_friend,recruiter_relation_family,recruiter_relation_other,gni_per_capita
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,1.0,0.0,0.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,0.0,1.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,1.0,0.0,905
0.0,0.0,0.0,1.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,0.0,1.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,0.0,0.0,1.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,0.0,0.0,1.0,1380
0.0,0.0,0.0,1.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,0.0,0.0,1.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,0.0,1.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,0.0,0.0,1.0,1380
0.0,1.0,0.0,0.0,1380
0.0,0.0,0.0,1.0,1380
0.0,0.0,0.0,1.0,1380
0.0,0.0,0.0,1.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,0.0,1.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,0.0,0.0,1.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1380
0.0,1.0,0.0,0.0,1150
0.0,1.0,0.0,0.0,1150
0.0,0.0,0.0,1.0,3930
0.0,1.0,0.0,0.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,1.0,0.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,1.0,0.0,0.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,1.0,0.0,0.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,1.0,0.0,0.0,1150
0.0,1.0,0.0,0.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,1.0,0.0,0.0,3930
0.0,1.0,0.0,0.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,3930
0.0,0.0,0.0,1.0,695
0.0,1.0,0.0,0.0,398
0.0,1.0,0.0,0.0,3810
0.0,1.0,0.0,0.0,3810
0.0,0.0,0.0,1.0,3130
0.0,0.0,0.0,1.0,3130
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,3810
0.0,0.0,0.0,1.0,3130
0.0,0.0,0.0,1.0,3130
0.0,1.0,0.0,0.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,1310
0.0,1.0,0.0,0.0,1310
0.0,0.0,0.0,1.0,1310
0.0,1.0,0.0,0.0,1310
0.0,0.0,1.0,0.0,1310
0.0,0.0,0.0,1.0,1310
0.0,1.0,0.0,0.0,1310
0.0,0.0,1.0,0.0,1310
0.0,1.0,0.0,0.0,1310
0.0,0.0,1.0,0.0,1310
0.0,0.0,0.0,1.0,1310
0.0,1.0,0.0,0.0,1310
0.0,0.0,0.0,1.0,1310
0.0,1.0,0.0,0.0,1310
0.0,1.0,0.0,0.0,1310
0.0,1.0,0.0,0.0,1310
0.0,0.0,0.0,1.0,3130
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,1.0,0.0,3750
0.0,0.0,0.0,1.0,3750
0.0,0.0,0.0,1.0,3750
0.0,0.0,1.0,0.0,3750
0.0,1.0,0.0,0.0,3750
0.0,0.0,1.0,0.0,3750
0.0,0.0,0.0,1.0,3750
0.0,1.0,0.0,0.0,3750
0.0,1.0,0.0,0.0,3750
0.0,0.0,1.0,0.0,3750
0.0,1.0,0.0,0.0,3750
0.0,1.0,0.0,0.0,3750
0.0,1.0,0.0,0.0,3750
0.0,1.0,0.0,0.0,3750
0.0,0.0,1.0,0.0,3750
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,0.0,0.0,1.0,988
0.0,1.0,0.0,0.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,2940
0.0,0.0,0.0,1.0,2940
0.0,0.0,0.0,1.0,2940
0.0,1.0,0.0,0.0,2940
0.0,1.0,0.0,0.0,7500
0.0,0.0,0.0,1.0,7500
